Freshness,Review
fresh, It's the sort of film that sneaks serious themes and emotions in just when you think it's about to dissolve into farce. Small but largely satisfying.
rotten," Much of the film plays like a static lecture, and a repetitive one as well."
fresh," Eli Roth's sly, shrewd and disquieting Hostel excels at twisting a morbid story around to ask a rather essential, philosophical question: Is violence always a bad thing?"
fresh, Flanagan never overplays his hand with gore or cheap thrills.
rotten, Silly and stale with far too many extraneous characters. Its multiple false endings becoming monotonous far too soon.
rotten," Dumb And Dumberer is like a punch line without a joke - confusing, unfunny, and ultimately worthless."
rotten," It's a frail, anemic trifle, a five-minute sketch inexcusably drawn out to well over an hour and a half."
fresh," Filmed with non-professional actors, with a calculated staging... the film works. [Full review in Spanish]"
rotten, This is a film about deeply confused people that seems likely to put viewers in a state of deep confusion for most of its running time.
rotten," For a lesson in how not to make a comic-book movie, look no further than this dull, derivative, sophomorically somber translation of Marvel's cult-hero strip."
rotten, Farrell's one-note performance seems wrong in a film that takes for ever to reach its unedifying conclusion.
fresh, Just try to resist Thor: Ragnarok. We double dog dare you.
rotten," The cinematography's sumptuous, but pacing is very stop-start. Worse, there's an aura of male entitlement, fuelled by the script's uncritical reverence of its flawed philanderers."
rotten, ...all Sturm and no Drang.
rotten, [Leander Paes] is a good actor in a terrible film. Why can't he get better roles?
fresh," Tampopo is one of the great food films, its dizzy deliciousness pre-dating our addiction to the Food Network, celebrity chefs and exquisite plating."
fresh," The first half of the movie is an absorbing study of this part of Nader's public life, and then it switches -- as he did -- to politics, where the results for both him and the picture are less cheerful."
fresh," The acting is strong, with Galifianakis doing an especially good job as the likeable Bobby."
rotten, [The Predator] doesn't explore new territory because the study needs to continue exploiting intellectual property. [Full review in Spanish]
rotten," As a biography, Loving Pablo is fairly standard, save for Bardem's take-down of a performance."
rotten," The problems really begin about halfway through, when you realize that all of this has been done before, and done better."
fresh, Miyazaki's stunning animation and characteristically vivid colors make the film a visual feast...
rotten," Some of the scenes in this gentle romantic pickpocketing yarn are pure cinematic pleasure, but in the end the plot and the characters are too thin to turn a series of delightfully stylised setpieces into a fully satisfying film."
rotten, Mike Judge fans will love it; the rest of us not so much.
rotten," Real no frills filmmaking. Anything that gets in the way of the main idea is stripped to the bone. This includes certain niceties like character, humor, and even story."
fresh, A blockbuster that offers enough quirky pleasures to feel fresh and unpredictable.
rotten, There are some pretty sadistic torture scenes for the gore hounds -- but ultimately this pointless prequel is about as thrilling as a wet towel.
fresh, The best Spider-Man movie to date. 
rotten," The movie seemed to be getting along fine without the melodrama. At times, it seems to be getting along just fine without Carter, but maybe that's just me."
rotten," Are we supposed to be charmed, or shocked, by this? Allen doesn't seem to know."
fresh, The film is not soft on the NFL at all. The way NFL doctors themselves put money above people speaks for itself.
fresh," The Frozen Ground isn't innovative, but it is a well-paced and engaging thriller that has the added appeal of a truth-based narrative."
fresh," The result isn't particularly mesmerizing, but it does offer a well-rounded portrait that will be of particular interest to photography lovers."
rotten," Submergence lives only pending its rigor, its strange and pompous efforts of abstraction. And, of course, it runs out. There is no air left. [Full Review in Spanish] "
fresh, Ably mixes the sensibilities of DreamWorks and Aardman Studios to create a fast-paced comedy likely to appeal to fans of both camps.
fresh, his is a movie that starts with a strong performance by Witherspoon that only gets better through the movie.
fresh, The clever trick of Gifted is that the genius in question is too young to have any idea of the problems she may face.
fresh," Do you have vertigo? Get dizzy easily? No? Good. Then you're in for an amazing, exhilarating climb to the top. "
